# Order Pixel Wavelength(vac)
41 1183 5559.8860 
41 1194 5560.2460 
41 1223 5561.0700 
41 1242 5561.8830 
41 1331 5564.7410 
41 1361 5565.7463 
41 1481 5569.5595 
41 1500 5570.0861 
41 1584 5572.7385 
41 1628 5574.0880 
41 1655 5574.9012 
41 1750 5577.7531 
41 1801 5579.2345 
41 1830 5580.0700 
41 1858 5580.9076 
41 1883 5581.6263 
